1,1,1,512,1.554,0.17
1,1,1,1024,5.548,0.19
1,1,1,4096,86.140,0.19
1,1,1,10000,511.868,0.20
1,1,1,512,1.578,0.17
1,1,1,1024,5.596,0.19
